session_code,participant_id_in_session,participant_code,page_index,app_name,page_name,epoch_time_completed,round_number,timeout_happened,is_wait_page
k1hxkkab,5,t38ifg4p,31,conflict,ResultsWaitPage,1731090735,3,0,1
k1hxkkab,6,vdz27tkv,31,conflict,ResultsWaitPage,1731090735,3,0,1
k1hxkkab,3,sc8lbs96,37,results,Survey,1731090743,1,0,0
k1hxkkab,4,tozx4h6f,38,results,Survey_2,1731090748,1,0,0
k1hxkkab,8,akn7tcv5,36,conflict,TotalResult,1731090754,4,0,0
k1hxkkab,7,2av5nbe5,36,conflict,TotalResult,1731090775,4,0,0
k1hxkkab,6,vdz27tkv,34,conflict,Decision,1731090794,4,0,0
k1hxkkab,5,t38ifg4p,34,conflict,Decision,1731090794,4,0,0
k1hxkkab,5,t38ifg4p,35,conflict,ResultsWaitPage,1731090794,4,0,1
k1hxkkab,6,vdz27tkv,35,conflict,ResultsWaitPage,1731090794,4,0,1
k1hxkkab,9,fewonbrz,30,conflict,Decision,1731090836,3,0,0
k1hxkkab,10,cqd95f9g,31,conflict,ResultsWaitPage,1731090836,3,0,1
k1hxkkab,9,fewonbrz,31,conflict,ResultsWaitPage,1731090836,3,0,1
k1hxkkab,3,sc8lbs96,38,results,Survey_2,1731090842,1,0,0
k1hxkkab,10,cqd95f9g,34,conflict,Decision,1731090843,4,0,0
k1hxkkab,11,ab0ukpg2,37,results,Survey,1731090847,1,0,0
k1hxkkab,12,ixp6t6rj,37,results,Survey,1731090852,1,0,0
k1hxkkab,5,t38ifg4p,36,conflict,TotalResult,1731090856,4,0,0
k1hxkkab,9,fewonbrz,34,conflict,Decision,1731090857,4,0,0
k1hxkkab,10,cqd95f9g,35,conflict,ResultsWaitPage,1731090857,4,0,1
k1hxkkab,9,fewonbrz,35,conflict,ResultsWaitPage,1731090857,4,0,1
k1hxkkab,2,3gfleihj,37,results,Survey,1731090869,1,0,0
k1hxkkab,9,fewonbrz,36,conflict,TotalResult,1731090879,4,0,0
k1hxkkab,6,vdz27tkv,36,conflict,TotalResult,1731090896,4,0,0
k1hxkkab,10,cqd95f9g,36,conflict,TotalResult,1731090940,4,0,0
k1hxkkab,9,fewonbrz,37,results,Survey,1731090940,1,0,0
k1hxkkab,11,ab0ukpg2,38,results,Survey_2,1731090950,1,0,0
k1hxkkab,7,2av5nbe5,37,results,Survey,1731090955,1,0,0
k1hxkkab,1,i0g0hve8,36,conflict,TotalResult,1731090963,4,0,0
k1hxkkab,12,ixp6t6rj,38,results,Survey_2,1731090975,1,0,0
k1hxkkab,8,akn7tcv5,37,results,Survey,1731090978,1,0,0
k1hxkkab,2,3gfleihj,38,results,Survey_2,1731090982,1,0,0
k1hxkkab,9,fewonbrz,38,results,Survey_2,1731091011,1,0,0
k1hxkkab,7,2av5nbe5,38,results,Survey_2,1731091041,1,0,0
k1hxkkab,6,vdz27tkv,37,results,Survey,1731091044,1,0,0
k1hxkkab,5,t38ifg4p,37,results,Survey,1731091049,1,0,0
k1hxkkab,8,akn7tcv5,38,results,Survey_2,1731091075,1,0,0
k1hxkkab,10,cqd95f9g,37,results,Survey,1731091088,1,0,0
k1hxkkab,1,i0g0hve8,37,results,Survey,1731091151,1,0,0
k1hxkkab,10,cqd95f9g,38,results,Survey_2,1731091186,1,0,0
k1hxkkab,6,vdz27tkv,38,results,Survey_2,1731091188,1,0,0
k1hxkkab,5,t38ifg4p,38,results,Survey_2,1731091223,1,0,0
